Universidad,Tipo,Especialidad.SubEspecialidad,Modalidad,Serum,SNCDS,X1er.Niv.,X5to.Sup.,Prom.Pre,ENAM,Examen,Factor.A.,Nota.Final,Sede
UNT,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.578,1.5,54.4,15.2,82.678,Hospital Víctor Lazarte Echegaray - Trujillo
UPSJB,Esp.,CIRUGIA GENERAL,Libre,6,NA,NA,NA,1.635,NA,32.8,15.2,55.635,NA
UNFV,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,1,2.041,2,52.4,15.2,82.641,Hospital Chancay y Servicios Basicos de Salud
UNMSM,Esp.,ADMINISTRACION Y GESTION EN SALUD,Libre,6,NA,NA,NA,1.841,1,45.2,15.2,69.241,Hospital Nacional Dos de Mayo
CENTRO 1,Sub.,CARDIOLOGIA PEDIATRICA,Libre,8,NA,NA,1,1.976,1.5,64,5.6,82.076,Instituto Nacional Cardiovascular Carlos A. Peschiera - INCOR
UNFV,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.956,2,53.6,15.2,82.756,Hospital II Vitarte
UPCH,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,NA,1.74,1,41.6,15.2,69.54,NA
UPAO,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.835,1.5,50,15.2,78.535,NA
USMP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,6,NA,NA,NA,1.769,NA,30.8,15.2,53.769,NA
UNMSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.871,1.5,52,15.2,80.571,NA
URP,Esp.,OFTALMOLOGIA,Libre,8,NA,2,NA,3.78,NA,46,15.2,74.98,NA
UPCH,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.857,1.5,44.4,15.2,72.957,NA
UPCH,Esp.,MEDICINA FISICA Y DE REHABILITACION,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,4,NA,3.642,NA,39.6,21.2,78.442,Hospital Nacional Cayetano Heredia
UNCP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,4,NA,3.388,NA,34.8,15.2,65.388,NA
USMP,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,1.699,1,45.6,15.2,73.499,NA
UNFV,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.749,NA,52,15.2,78.949,NA
USMP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.841,1.5,40,15.2,68.541,NA
UPAO,Esp.,CIRUGIA ONCOLOGICA,Libre,10,NA,NA,NA,1.335,NA,36,15.2,62.535,NA
UNMSM,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.918,1.5,45.6,15.2,74.218,NA
URP,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.578,1,50.8,15.2,76.578,Hospital Nacional Hipólito Unanue
UNFV,Esp.,PSIQUIATRIA,Libre,6,NA,NA,NA,1.591,NA,36,15.2,58.791,NA
CENTRO 1,Sub.,PSIQUIATRIA DEL NIÑO Y DEL ADOLESCENTE,Libre,8,NA,NA,1,1.903,1,54.4,5.6,71.903,Hospital Nacional Guillermo Almenara Irigoyen
UNPRG,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,1,1.754,1,41.2,15.2,70.154,NA
URP,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,NA,1.719,1.5,53.6,15.2,82.019,NA
URP,Esp.,CIRUGIA DE CABEZA Y CUELLO,Libre,8,NA,NA,NA,1.604,NA,33.6,15.2,58.404,NA
USMP,Esp.,DERMATOLOGIA,Libre,10,NA,NA,NA,1.775,1,38,15.2,65.975,NA
UNFV,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.834,1.5,42.4,15.2,70.934,NA
USMP,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.584,1,48.8,15.2,76.584,Hospital Carlos Lanfranco La Hoz - Ex Hospital Puente Piedra
UNT,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.728,1.5,46.8,15.2,75.228,NA
UNMSM,Esp.,PEDIATRIA,Libre,8,NA,NA,1,1.71,1.5,56.8,15.2,84.21,Instituto Nacional de Salud del Niño
USMP,Esp.,RADIOLOGIA,Libre,10,NA,NA,NA,3.128,NA,35.2,15.2,63.528,NA
URP,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.688,NA,33.6,15.2,58.488,NA
URP,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,NA,1.523,1,53.6,15.2,81.323,NA
UNMSM,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,NA,1.833,1.5,54,15.2,82.533,NA
UNMSM,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.64,1,50.4,15.2,78.24,NA
UNAP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,NA,NA,1.671,NA,36.4,15.2,61.271,Hospital Iquitos César Garayar Garcia Ex Hospital de Apoyo
URP,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.662,NA,33.6,15.2,60.462,NA
UNMSM,Esp.,PSIQUIATRIA,Libre,10,NA,NA,NA,1.763,1,50.8,15.2,78.763,Instituto Nacional de Salud Mental Honorio Delgado - Hideyo Noguchi
UNMSM,Esp.,DERMATOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,0,4,NA,3.457,NA,40,21.2,78.657,NA
UNPRG,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.734,1.5,49.2,15.2,77.634,NA
UNSA,Esp.,NEFROLOGIA,Libre,10,NA,NA,NA,1.641,NA,32.4,15.2,59.241,NA
UNMSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.547,NA,52.8,15.2,79.547,Hospital Nacional Dos de Mayo
UNMSM,Esp.,ENDOCRINOLOGIA,Libre,8,NA,NA,1,1.93,NA,46,15.2,72.13,NA
URP,Esp.,MEDICINA INTERNA,Libre,6,NA,NA,1,1.795,NA,28,15.2,51.995,NA
URP,Esp.,CARDIOLOGIA,Libre,10,NA,NA,NA,1.846,1,43.2,15.2,71.246,NA
USMP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.696,NA,33.6,15.2,60.496,NA
UPCH,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.883,1,36.8,15.2,64.883,NA
UNMSM,Esp.,OFTALMOLOGIA,Cautiva/Ejercito,8,NA,2,1,1.8,1,52.8,21.2,87.8,Hospital Militar Central
UNMSM,Esp.,NEFROLOGIA,Libre,10,NA,NA,NA,1.665,1,38.8,15.2,66.665,NA
UPCH,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.9,1,40,15.2,66.1,NA
USMP,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.726,NA,45.2,15.2,72.126,NA
UNMSM,Esp.,NEUROCIRUGIA,Cautiva/ESSALUD,10,NA,3,NA,1.878,1.5,39.2,21.2,76.778,Hospital Nacional Edgardo Rebagliati Martins
URP,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.778,1.5,60.4,15.2,88.878,Hospital Nacional Edgardo Rebagliati Martins
URP,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.625,1,48.8,15.2,74.625,Hospital San Jose - Callao
URP,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,10,NA,NA,NA,1.706,1.5,40,15.2,68.406,NA
UPCH,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.741,1,49.6,15.2,77.541,NA
UPT,Esp.,PEDIATRIA,Libre,6,NA,NA,NA,1.672,NA,42,15.2,64.872,NA
UNFV,Esp.,NEUMOLOGIA,Libre,10,NA,NA,NA,1.549,NA,42,15.2,68.749,Hospital Regional Docente Clínico Quirúrgico Daniel Alcides Carrión de Huancayo
URP,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.56,NA,30.8,15.2,57.56,NA
UPCH,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,NA,1.675,1,38,15.2,65.875,Hospital Subregional de Andahuaylas
UNMSM,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,1.749,1.5,54.4,15.2,82.849,Hospital Nacional Edgardo Rebagliati Martins
UNMSM,Esp.,ANESTESIOLOGIA,Cautiva/Naval,8,NA,NA,1,2.375,NA,38.8,21.2,71.375,Centro Medico Naval Cirujano Mayor Santiago Tavara
URP,Esp.,OTORRINOLARINGOLOGIA,Libre,8,NA,NA,NA,1.828,1,37.2,15.2,63.228,NA
UNMSM,Esp.,UROLOGIA,Cautiva/ESSALUD,10,NA,NA,NA,3.013,NA,42.8,21.2,77.013,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,2.053,1.5,51.2,15.2,79.953,Hospital Carlos Lanfranco La Hoz - Ex Hospital Puente Piedra
URP,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.828,1.5,49.6,15.2,76.128,Hospital Carlos Lanfranco La Hoz - Ex Hospital Puente Piedra
UNMSM,Esp.,NEUMOLOGIA,Libre,10,NA,3,NA,2.185,NA,34,15.2,64.385,Hospital Central PNP
USMP,Esp.,PEDIATRIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,4,NA,3.37,NA,28,21.2,66.57,Instituto Nacional de Salud del Niño
UNMSM,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,NA,1.737,1,56,15.2,83.937,NA
USMP,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.762,NA,54,15.2,80.962,Hospital Nacional Arzobispo Loayza
USMP,Esp.,NEUMOLOGIA,Libre,10,NA,NA,NA,2.005,NA,30.4,15.2,57.605,NA
UNFV,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.819,1,52,15.2,80.019,Hospital María Auxiliadora
UNFV,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,8,NA,NA,NA,1.741,1.5,39.6,15.2,66.041,NA
USMP,Esp.,DERMATOLOGIA,Libre,8,NA,4,NA,4.113,NA,50,15.2,81.313,NA
UNSA,Esp.,MEDICINA INTERNA,Libre,6,NA,NA,NA,1.545,NA,43.6,15.2,66.345,NA
USMP,Esp.,CIRUGIA PLASTICA,Cautiva/Otras Instituciones de Salud/Instituto Kirschbaum,10,NA,NA,1,1.878,1.5,56.4,21.2,91.978,Instituto Kirschbaum
UNMSM,Esp.,ENDOCRINOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,NA,NA,3.557,NA,38.4,21.2,73.157,NA
UNMSM,Esp.,PEDIATRIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,4,NA,1.683,NA,37.2,21.2,74.083,Hospital Nacional Dos de Mayo
URP,Esp.,CARDIOLOGIA,Cautiva/ESSALUD,5,4,NA,1,3.728,NA,55.6,21.2,90.528,Hospital de Emergencias Grau
UNP,Esp.,ANESTESIOLOGIA,Cautiva/MINSA en sedes de Regiones mas R. Lima y R. Callao/PIURA,8,NA,NA,NA,1.791,NA,30,21.2,60.991,Hospital II Sullana Piura
UNMSM,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.757,2,57.2,15.2,86.157,Hospital Alberto Sabogal Sologuren
UNMSM,Esp.,PEDIATRIA,Libre,0,NA,NA,NA,0,NA,41.6,15.2,56.8,NA
UPAO,Esp.,RADIOLOGIA,Libre,10,NA,NA,1,1.865,1,43.6,15.2,72.665,NA
UPCH,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,1,1.806,1,50.8,15.2,79.806,NA
UPCH,Esp.,RADIOLOGIA,Libre,6,NA,NA,NA,1.663,1,48,15.2,71.863,NA
UNMSM,Esp.,OFTALMOLOGIA,Libre,6,NA,NA,NA,1.667,1.5,39.2,15.2,63.567,NA
UPCH,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,NA,1.807,2,50.8,15.2,79.807,NA
UPSJB,Esp.,OTORRINOLARINGOLOGIA,Libre,8,NA,NA,NA,1.644,NA,40.4,15.2,65.244,NA
UNT,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.593,1,44.8,15.2,70.593,NA
USMP,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,1,2.111,2,58.8,15.2,87.111,Hospital Nacional Edgardo Rebagliati Martins
UNFV,Esp.,NEUMOLOGIA,Libre,10,NA,1,NA,1.652,NA,42,15.2,69.852,Hospital Regional de Salud Cusco DIRESA Cusco (Ex H. Apoyo Departamental)
UCV,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.932,NA,24.4,15.2,49.532,NA
USMP,Esp.,CIRUGIA DE CABEZA Y CUELLO,Libre,10,NA,NA,NA,1.843,1,37.6,15.2,65.643,NA
UNFV,Esp.,RADIOLOGIA,Libre,10,NA,NA,NA,1.651,NA,24,15.2,50.851,NA
URP,Esp.,UROLOGIA,Libre,8,NA,NA,NA,1.653,NA,36.4,15.2,61.253,NA
URP,Esp.,PATOLOGIA CLINICA,Libre,10,NA,NA,NA,1.943,1.5,44.4,15.2,73.043,Hospital Nacional Daniel Alcides Carrión
UNMSM,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.664,1,46.8,15.2,74.664,NA
UCSM,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.828,1,48.4,15.2,74.428,NA
UNMSM,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,NA,1.615,NA,30.4,15.2,55.215,NA
UNT,Esp.,CIRUGIA GENERAL,Libre,6,NA,NA,NA,1.801,1,30.8,15.2,54.801,NA
UNFV,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.821,1.5,49.2,15.2,77.721,NA
URP,Esp.,ANESTESIOLOGIA,Libre,6,NA,NA,NA,3.395,NA,45.2,15.2,69.795,Hospital Regional de Loreto Felipe Santiago Arriola Iglesias
UPCH,Esp.,CIRUGIA ONCOLOGICA,Libre,6,NA,NA,NA,1.722,NA,35.2,15.2,58.122,NA
UNMSM,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,1,1.913,NA,39.6,15.2,67.713,NA
UNMSM,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,1,1.994,1.5,58.4,15.2,88.094,Hospital Nacional Dos de Mayo
UNSLGI,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,1.801,1,40.4,15.2,68.401,Hospital Regional de Ica
UNT,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,2,NA,4,NA,3.455,NA,46,15.2,70.655,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.935,1.5,42.4,15.2,71.035,NA
UNSA,Esp.,DERMATOLOGIA,Cautiva/MINSA en sedes de Regiones mas R. Lima y R. Callao/AREQUIPA,10,NA,NA,NA,3.029,NA,30,21.2,64.229,NA
UNFV,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.697,NA,33.2,15.2,60.097,NA
URP,Esp.,PSIQUIATRIA,Libre,6,NA,NA,NA,1.704,1,45.2,15.2,69.104,NA
UPAO,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.475,NA,38,15.2,62.675,NA
UNAP,Esp.,ANESTESIOLOGIA,Libre,10,NA,4,NA,1.684,NA,34,15.2,64.884,Hospital Regional de Loreto Felipe Santiago Arriola Iglesias
CENTRO 3,Sub.,CIRUGIA PLASTICA,Libre,8,NA,NA,NA,1.695,1,43.2,5.6,59.495,NA
UPAO,Esp.,DERMATOLOGIA,Libre,10,NA,NA,NA,1.541,1,40.4,15.2,68.141,NA
UNMSM,Esp.,DERMATOLOGIA,Cautiva/P.N.P.,6,NA,NA,NA,1.723,NA,29.6,21.2,58.523,NA
CENTRO 3,Sub.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.779,1,40,5.6,58.379,NA
USMP,Esp.,NEUROLOGIA,Libre,6,NA,NA,NA,1.692,NA,45.6,15.2,68.492,NA
USMP,Esp.,PEDIATRIA,Libre,6,NA,NA,1,1.771,1,40.4,15.2,65.371,NA
USMP,Esp.,NEUMOLOGIA,Libre,8,NA,NA,NA,2.295,1,46.8,15.2,73.295,NA
UNFV,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.834,1,54.8,15.2,82.834,NA
URP,Esp.,PSIQUIATRIA,Libre,10,NA,NA,NA,1.628,NA,39.2,15.2,66.028,NA
UNMSM,Esp.,HEMATOLOGIA,Libre,8,NA,NA,NA,1.798,1.5,51.2,15.2,77.698,Hospital Nacional Dos de Mayo
UCSUR,Esp.,CIRUGIA GENERAL,Libre,10,NA,2,NA,2.82,NA,43.6,15.2,73.62,Hospital María Auxiliadora
SUR,Sub.,ANESTESIOLOGIA CARDIOVASCULAR,Libre,8,NA,NA,NA,1.823,1,68,5.6,84.423,Instituto Nacional Cardiovascular Carlos A. Peschiera - INCOR
UCSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.7,NA,32.4,15.2,59.3,NA
URP,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,10,NA,NA,NA,1.741,1,44.4,15.2,72.341,NA
UNT,Esp.,NEUROCIRUGIA,Libre,10,NA,NA,NA,1.638,1,44.4,15.2,72.238,Hospital Belén de Trujillo
UNFV,Esp.,CIRUGIA ONCOLOGICA,Libre,8,NA,NA,NA,1.705,NA,36.4,15.2,61.305,NA
UNMSM,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,4,NA,1.656,1,40.4,15.2,70.256,NA
UPCH,Esp.,UROLOGIA,Libre,6,NA,NA,NA,1.614,1,41.2,15.2,65.014,NA
UNC,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.703,1,40.8,15.2,68.703,Hospital Regional Docente Cajamarca
CENTRO 1,Sub.,CIRUGIA PLASTICA,Libre,10,NA,NA,1,2.025,1,49.6,5.6,69.225,NA
UNPRG,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.841,1.5,58.8,15.2,85.341,Hospital Nacional Almanzor Aguinaga Asenjo - Chiclayo
UPCH,Esp.,CIRUGIA ONCOLOGICA,Libre,10,NA,NA,NA,1.77,1.5,51.2,15.2,79.67,NA
URP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,4,NA,1.7,NA,39.6,21.2,76.5,Hospital Santa Rosa
USMP,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.708,1,43.6,15.2,71.508,NA
URP,Esp.,MEDICINA FISICA Y DE REHABILITACION,Libre,8,NA,NA,NA,1.706,1,46.4,15.2,72.306,NA
USMP,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.971,1,46,15.2,74.171,NA
USMP,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.676,1,45.2,15.2,73.076,NA
UNMSM,Esp.,PEDIATRIA,Libre,10,NA,NA,1,0,1,39.6,15.2,66.8,NA
UPCH,Esp.,UROLOGIA,Libre,10,NA,NA,NA,1.686,1,41.2,15.2,69.086,NA
UNFV,Esp.,NEUROCIRUGIA,Libre,8,NA,NA,NA,1.657,NA,39.2,15.2,64.057,NA
UPSJB,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.62,NA,32,15.2,58.82,NA
UNSA,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,8,NA,NA,1,1.819,1.5,44.8,15.2,72.319,Hospital Regional Honorio Delgado Espinoza - Arequipa
UNMSM,Esp.,PSIQUIATRIA,Libre,6,NA,NA,NA,1.825,1,44,15.2,68.025,NA
UPAO,Esp.,RADIOLOGIA,Libre,0,NA,NA,NA,3.309,NA,42,15.2,60.509,NA
UNMSM,Esp.,UROLOGIA,Libre,8,NA,NA,NA,0,NA,38,15.2,61.2,NA
UPCH,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,NA,1.851,1.5,56.4,15.2,84.951,Hospital Nacional Arzobispo Loayza
UNMSM,Esp.,CARDIOLOGIA,Cautiva/ESSALUD,10,NA,NA,NA,3.578,NA,51.2,21.2,85.978,Hospital Nacional Edgardo Rebagliati Martins
UNMSM,Esp.,MEDICINA INTERNA,Libre,6,NA,NA,NA,1.888,1.5,48.8,15.2,73.388,Hospital Alberto Sabogal Sologuren
USMP,Esp.,GERIATRIA,Libre,8,NA,NA,NA,1.724,NA,35.2,15.2,60.124,NA
USMP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,2.03,1.5,56.4,15.2,85.13,Hospital Nacional Guillermo Almenara Irigoyen
UNSA,Esp.,MEDICINA INTERNA,Libre,8,NA,NA,1,1.624,NA,33.6,15.2,59.424,NA
UNMSM,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,1,1.881,1.5,53.6,15.2,83.181,Hospital Nacional Dos de Mayo
UPCH,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.917,1.5,55.2,15.2,83.817,NA
UNFV,Esp.,OTORRINOLARINGOLOGIA,Libre,10,NA,NA,NA,1.743,2,58.4,15.2,87.343,Hospital Nacional Guillermo Almenara Irigoyen
URP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.878,1.5,48.8,15.2,75.378,NA
URP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.858,1,44,15.2,72.058,NA
UNFV,Esp.,GINECOLOGIA Y OBSTETRICIA,Libre,10,NA,NA,NA,1.71,NA,36.8,15.2,63.71,NA
UPCH,Esp.,CIRUGIA PLASTICA,Libre,10,NA,NA,NA,1.729,1,36.4,15.2,64.329,NA
UNMSM,Esp.,REUMATOLOGIA,Libre,10,NA,NA,NA,1.9,NA,29.6,15.2,56.7,NA
UNMSM,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.743,1,38.8,15.2,64.743,NA
URP,Esp.,CARDIOLOGIA,Libre,10,NA,NA,1,1.7,2,58.8,15.2,88.7,Hospital Nacional Cayetano Heredia
UPCH,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.761,1,47.6,15.2,73.561,NA
UNMSM,Esp.,MEDICINA DE ENFERMEDADES INFECCIOSAS Y TROPIC,LLEiSbre,8,NA,NA,NA,1.729,NA,32,15.2,56.929,NA
UPCH,Esp.,GASTROENTEROLOGIA,Libre,10,NA,NA,1,2.096,2,56.4,15.2,86.696,NA
URP,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,NA,1.553,NA,34.4,15.2,61.153,NA
UNSA,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.789,1,40.8,15.2,66.789,NA
URP,Esp.,NEUROCIRUGIA,Libre,8,NA,NA,NA,4.58,NA,49.6,15.2,77.38,NA
URP,Esp.,HEMATOLOGIA,Libre,10,NA,NA,NA,1.817,NA,39.6,15.2,66.617,Hospital Nacional Edgardo Rebagliati Martins
UNMSM,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.971,1.5,56,15.2,84.671,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.534,NA,42,15.2,66.734,NA
CENTRO 2,Esp.,NEONATOLOGIA,Libre,8,NA,NA,NA,1.768,1,48.8,15.2,74.768,Hospital Nacional Hipólito Unanue
CENTRO 3,Sub.,CIRUGIA DE RETINA Y VITREO,Libre,6,NA,NA,1,1.831,1.5,53.6,5.6,69.531,NA
UPCH,Esp.,PEDIATRIA,Libre,10,NA,NA,1,1.954,1.5,46.8,15.2,76.454,Hospital Regional de Huacho
UNMSM,Esp.,PEDIATRIA,Libre,10,NA,NA,1,2.038,1.5,51.2,15.2,80.938,Instituto Nacional de Salud del Niño
UPAO,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,8,NA,NA,NA,1.781,NA,43.6,15.2,68.581,NA
UNFV,Esp.,PEDIATRIA,Cautiva/MINSA en sedes del MINSA de Lima Metropolitana,10,NA,4,NA,3.3,NA,30,21.2,68.5,Hospital Nacional Hipólito Unanue
UNMSM,Esp.,ENDOCRINOLOGIA,Libre,8,NA,NA,NA,1.8,1.5,48.4,15.2,74.9,NA
UNFV,Esp.,OFTALMOLOGIA,Libre,10,NA,NA,NA,1.854,1.5,50.4,15.2,78.954,Hospital Subregional de Andahuaylas
UNFV,Esp.,DERMATOLOGIA,Libre,10,NA,NA,NA,1.878,1.5,51.6,15.2,80.178,Hospital de Emergencias Grau
UPAO,Esp.,UROLOGIA,Libre,8,NA,2,NA,1.768,NA,44,15.2,70.968,NA
UPAO,Esp.,ORTOPEDIA Y TRAUMATOLOGIA,Libre,10,NA,NA,NA,1.57,NA,33.6,15.2,60.37,NA
SUSMP,Esp.,PEDIATRIA,Libre,8,NA,NA,NA,1.795,1,37.2,15.2,63.195,NA
UNSLGI,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.576,NA,39.6,15.2,64.376,Hospital Regional de Ayacucho  Miguel Angel Mariscal Llerena
URP,Esp.,PEDIATRIA,Libre,10,NA,NA,NA,2.056,1.5,53.2,15.2,81.956,Hospital Nacional Guillermo Almenara Irigoyen
USMP,Esp.,CIRUGIA GENERAL,Libre,8,NA,NA,NA,1.916,NA,44.8,15.2,69.916,NA
USMP,Esp.,CIRUGIA PLASTICA,Libre,6,NA,NA,NA,1.745,NA,36.8,15.2,59.745,NA
UNMSM,Esp.,PSIQUIATRIA,Libre,8,NA,NA,NA,1.87,1,39.2,15.2,65.27,NA
UNMSM,Esp.,ENDOCRINOLOGIA,Libre,10,NA,NA,1,1.865,2,60,15.2,90.065,Hospital Alberto Sabogal Sologuren
UNFV,Esp.,NEUROLOGIA,Libre,8,NA,NA,NA,1.744,1,40.4,15.2,66.344,NA
UPAO,Esp.,DERMATOLOGIA,Libre,10,NA,NA,NA,1.405,1,32.4,15.2,60.005,NA
UNFV,Esp.,ANESTESIOLOGIA,Libre,8,NA,NA,NA,1.826,1.5,40.8,15.2,67.326,NA
UNMSM,Esp.,NEUMOLOGIA,Libre,6,NA,NA,NA,1.987,NA,46.8,15.2,69.987,Hospital Nacional Hipólito Unanue
UPCH,Esp.,CIRUGIA DE TORAX Y CARDIOVASCULAR,Libre,10,NA,NA,NA,1.674,1,36,15.2,63.874,NA
USMP,Esp.,GASTROENTEROLOGIA,Libre,8,NA,NA,NA,1.618,NA,44.4,15.2,69.218,NA
UNFV,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,3.762,NA,41.6,15.2,70.562,Hospital Nacional Sergio Bernales
URP,Esp.,ANESTESIOLOGIA,Libre,10,NA,NA,NA,2.012,1.5,48.8,15.2,77.512,NA
UNMSM,Esp.,MEDICINA INTERNA,Libre,10,NA,NA,1,2.013,1.5,50,15.2,79.713,Hospital Nacional Guillermo Almenara Irigoyen
UNA,Esp.,CIRUGIA GENERAL,Libre,10,NA,NA,1,1.763,NA,24.8,15.2,52.763,NA
UNMSM,Esp.,CARDIOLOGIA,Libre,6,NA,NA,NA,0,NA,43.6,15.2,64.8,NA
UNMSM,Esp.,RADIOLOGIA,Libre,8,NA,NA,NA,1.747,1,42.4,15.2,68.347,NA
